,u,v,key,osmid,bearing,length,oneway,indexway,from,to,geometry
238,5076544747,267086973,0,156261434,195.9,43.648,TRUE,9450,267086973,5076544747,"LINESTRING (100.5694594 13.7261276, 100.569349 13.72575)"
239,267086973,4475532661,0,156261434,209.3,77.726,TRUE,9452,4475532661,267086973,"LINESTRING (100.5698115 13.7267372, 100.5694594 13.7261276)"
240,4475532661,3484265992,0,156261434,204,34.142,TRUE,9459,3484265992,4475532661,"LINESTRING (100.5699403 13.7270176, 100.5698115 13.7267372)"
241,3484265992,4475532664,0,156261434,203.1,121.718,TRUE,9475,4475532664,3484265992,"LINESTRING (100.5703828 13.7280243, 100.5699403 13.7270176)"
242,4475532664,3049029183,0,156261434,205.7,25.488,TRUE,9468,3049029183,4475532664,"LINESTRING (100.570485 13.7282309, 100.5703828 13.7280243)"
243,267086992,3049029183,0,156261434,23.4,61.2,TRUE,9467,3049029183,267086992,"LINESTRING (100.570485 13.7282309, 100.5707103 13.7287359)"
244,267086992,4475532666,0,156261434,201.4,68.849,TRUE,9470,4475532666,267086992,"LINESTRING (100.5709431 13.7293123, 100.5707103 13.7287359)"
245,4475532666,272206252,0,156261434,228,19.159,TRUE,9478,272206252,4475532666,"LINESTRING (100.571075 13.7294275, 100.5709431 13.7293123)"
246,5882256875,272206264,0,450149635,334.5,64.729,FALSE,15592,5882256875,272206264,"LINESTRING (100.5997665 13.7080471, 100.5995083 13.7085724)"
247,765319721,4552160452,0,300813736,114.1,194.696,FALSE,10233,765319721,4552160452,"LINESTRING (100.5762363 13.7152147, 100.5778811 13.7144988)"
248,765319547,85703489,0,300813736,112,78.825,FALSE,24844,85703489,765319547,"LINESTRING (100.572181 13.716841, 100.5728578 13.716576)"
249,765319647,1686001652,0,156591249,19.2,18.129,TRUE,11680,1686001652,765319647,"LINESTRING (100.594757 13.714836, 100.5948121 13.71499)"
250,1686001652,3243042385,0,156591249,19.7,39.133,TRUE,11687,3243042385,1686001652,"LINESTRING (100.5946348 13.7145047, 100.594757 13.714836)"
251,3243042385,3265511364,0,156591249,20,37.078,TRUE,16525,3265511364,3243042385,"LINESTRING (100.5945173 13.7141914, 100.5946348 13.7145047)"
252,3265511364,2591644067,0,156591249,20.3,17.566,TRUE,16537,2591644067,3265511364,"LINESTRING (100.594461 13.7140432, 100.5945173 13.7141914)"
253,765319673,3255398966,0,61232396,181.6,66.6,FALSE,26699,765319673,3255398966,"LINESTRING (100.5807988 13.722524, 100.5807812 13.7219253)"
254,2189041838,2189041837,0,208631109,261.3,1.989,FALSE,12489,2189041838,2189041837,"LINESTRING (100.5838476 13.7117204, 100.5838294 13.7117177)"
255,2189041838,2189041840,0,208631109,206.4,26.163,FALSE,29006,2189041840,2189041838,"LINESTRING (100.5839554 13.7119311, 100.5838476 13.7117204)"
256,567148633,567149061,0,44695864,6.4,86.349,FALSE,29003,567148633,567149061,"LINESTRING (100.5838367 13.7119723, 100.5839259 13.712744)"
257,567148633,2189041839,0,44695864,29.1,26.996,FALSE,48710,2189041839,567148633,"LINESTRING (100.5837151 13.7117602, 100.5838367 13.7119723)"
258,2189041837,2189041836,0,208631109,227.1,62.374,FALSE,29004,2189041837,2189041836,"LINESTRING (100.5838294 13.7117177, 100.5834062 13.7113361)"
259,567149064,1686126955,0,208631105,8.6,160.032,FALSE,12492,567149064,1686126955,"LINESTRING (100.5842985 13.7145513, 100.5845188 13.7159745)"
260,567149064,3948923076,0,208631105,6.7,37.271,FALSE,28974,3948923076,567149064,"LINESTRING (100.5842583 13.7142184, 100.5842985 13.7145513)"
261,1686126955,567149110,0,208631105,7.3,127.996,FALSE,12723,1686126955,567149110,"LINESTRING (100.5845188 13.7159745, 100.5846699 13.7171162)"
262,567149681,567149110,0,208631105,7.5,274.298,FALSE,12726,567149110,567149681,"LINESTRING (100.5846699 13.7171162, 100.5850022 13.7195618)"
263,1795422160,765319444,0,61232396,181.8,141.184,FALSE,12725,1795422160,765319444,"LINESTRING (100.5806192 13.7160111, 100.580579 13.714742)"
264,1795422160,3255390883,0,61232396,181.7,120.467,FALSE,24269,3255390883,1795422160,"LINESTRING (100.5806524 13.717094, 100.5806192 13.7160111)"
265,567149110,6513896967,0,208631105,7.5,269.432,FALSE,12729,567149110,6513896967,"LINESTRING (100.5846699 13.7171162, 100.5849972 13.7195183)"
266,765319444,3948923070,0,61232396,180.3,103.847,FALSE,24262,765319444,3948923070,"LINESTRING (100.580579 13.714742, 100.5805733 13.7138081)"
267,615055632,5094681194,0,450149635,337.4,46.11,FALSE,15458,615055632,5094681194,"LINESTRING (100.6022822 13.7028008, 100.6021181 13.7031836)"
268,615055632,5322049820,0,450149635,329.9,16.829,FALSE,15512,5322049820,615055632,"LINESTRING (100.6023604 13.7026699, 100.6022822 13.7028008)"
269,5094681194,4470729311,0,450149635,334.4,78.383,FALSE,15462,5094681194,4470729311,"LINESTRING (100.6021181 13.7031836, 100.601805 13.7038195)"
270,1687321698,5322049820,0,450149635,335.7,51.966,FALSE,15511,1687321698,5322049820,"LINESTRING (100.6025582 13.7022439, 100.6023604 13.7026699)"
271,272206264,272206263,0,450149635,333.9,35.323,FALSE,48819,272206264,272206263,"LINESTRING (100.5995083 13.7085724, 100.5993645 13.7088577)"
272,5322051321,4470793954,0,450149632,154.9,28.218,FALSE,15847,5322051321,4470793954,"LINESTRING (100.6025397 13.7027544, 100.6026503 13.7025245)"
273,4470793954,1687445640,0,450149632,154.9,18.843,FALSE,48814,4470793954,1687445640,"LINESTRING (100.6026503 13.7025245, 100.6027242 13.702371)"
274,70702637,1283649121,0,450149632,162.1,32.915,FALSE,16379,70702637,1283649121,"LINESTRING (100.599565 13.708924, 100.5996586 13.7086423)"
275,1283649121,4821851040,0,450149632,154,35.591,FALSE,16384,1283649121,4821851040,"LINESTRING (100.5996586 13.7086423, 100.5998032 13.7083547)"
276,1088409501,4470729304,0,450149635,331.8,27.722,FALSE,16385,1088409501,4470729304,"LINESTRING (100.599356 13.7088758, 100.5992349 13.7090956)"
277,4821851040,1088409489,0,450149632,155.4,73.034,FALSE,48791,4821851040,1088409489,"LINESTRING (100.5998032 13.7083547, 100.6000844 13.7077574)"
278,4470729304,272206262,0,450149635,328.5,20.29,FALSE,48816,4470729304,272206262,"LINESTRING (100.5992349 13.7090956, 100.5991368 13.7092512)"
279,4367820134,3234302727,0,156591249,197.7,42.507,TRUE,16540,3234302727,4367820134,"LINESTRING (100.5944064 13.7138918, 100.5942865 13.7135277)"
280,61703339,2295521451,0,300825126,125.7,51.537,FALSE,37665,61703339,2295521451,"LINESTRING (100.5954974 13.7122638, 100.5958848 13.7119933)"
281,3234302727,2591644067,0,156591249,199.3,17.838,TRUE,16536,2591644067,3234302727,"LINESTRING (100.594461 13.7140432, 100.5944064 13.7138918)"
282,1692045559,4553310943,0,459492913,293.1,277.018,FALSE,36993,4553310943,1692045559,"LINESTRING (100.55542 13.7216041, 100.553061 13.7225812)"
283,1693004113,66263210,0,459492917,109.9,24.021,FALSE,20771,1693004113,66263210,"LINESTRING (100.5587843 13.7203905, 100.5589934 13.720317)"
284,1693004113,1892287670,0,459492917,113.2,144.759,FALSE,32351,1892287670,1693004113,"LINESTRING (100.5575522 13.7209025, 100.5587843 13.7203905)"
285,1693004037,5161241361,0,459551208,292.6,63.482,FALSE,32978,5161241361,1693004037,"LINESTRING (100.5598687 13.7198147, 100.5593262 13.7200342)"
286,277945066,277945083,0,9168676,198.6,43.677,FALSE,20780,277945066,277945083,"LINESTRING (100.5589262 13.719492, 100.5587973 13.7191197)"
287,277945083,277945646,0,9168676,199.3,64.541,FALSE,32988,277945083,277945646,"LINESTRING (100.5587973 13.7191197, 100.5585995 13.718572)"
288,1693004086,272488164,0,338595771,18.5,244.365,FALSE,32348,272488164,1693004086,"LINESTRING (100.5581493 13.7178805, 100.5588685 13.7199641)"
289,1693004125,272491964,0,481971011,292.2,133.123,FALSE,20785,1693004125,272491964,"LINESTRING (100.5588004 13.7202249, 100.5576592 13.7206768)"
290,272491964,272492178,0,459492915,292.6,19.529,FALSE,20788,272491964,272492178,"LINESTRING (100.5576592 13.7206768, 100.5574923 13.7207443)"
291,272491964,1892287669,0,459492916,170.4,287.183,FALSE,20789,272491964,1892287669,"LINESTRING (100.5576592 13.7206768, 100.5581009 13.71813)"
292,272492178,5848045710,0,459492913,293.1,50.901,FALSE,32352,272492178,5848045710,"LINESTRING (100.5574923 13.7207443, 100.557059 13.7209242)"
293,272492178,6320214168,0,25047974,349.7,152.87,FALSE,32356,6320214168,272492178,"LINESTRING (100.5577461 13.7193918, 100.5574923 13.7207443)"
294,1892287669,272488164,0,459492916,169.3,28.232,FALSE,32354,1892287669,272488164,"LINESTRING (100.5581009 13.71813, 100.5581493 13.7178805)"
295,85724658,85724659,0,338595769,226.8,40.567,FALSE,20795,85724658,85724659,"LINESTRING (100.558093 13.71731, 100.5578192 13.7170603)"
296,85724658,3457051443,0,338595769,209.2,21.764,FALSE,26990,3457051443,85724658,"LINESTRING (100.5581914 13.7174808, 100.558093 13.71731)"
297,85724659,272484251,0,338595769,222.4,110.197,FALSE,20802,85724659,272484251,"LINESTRING (100.5578192 13.7170603, 100.5571313 13.7163285)"
298,272484251,1695930255,0,25053633,233.1,24.747,FALSE,32420,272484251,1695930255,"LINESTRING (100.5571313 13.7163285, 100.556948 13.716195)"
299,272489401,1693026915,0,25053626,44.3,175.504,FALSE,32325,272489401,1693026915,"LINESTRING (100.5567967 13.7163752, 100.5579313 13.7175049)"
300,765319545,3255390883,0,61232396,181,110.178,FALSE,24264,765319545,3255390883,"LINESTRING (100.5806703 13.7180847, 100.5806524 13.717094)"
301,765319545,3251997323,0,61232396,181.7,249.003,FALSE,39408,3251997323,765319545,"LINESTRING (100.5807405 13.720323, 100.5806703 13.7180847)"
302,267086935,267088502,0,170065517,21.3,32.542,TRUE,24839,267088502,267086935,"LINESTRING (100.5696006 13.7179636, 100.5697102 13.7182362)"
303,267088502,85703489,0,300813736,114.1,305.418,FALSE,24840,267088502,85703489,"LINESTRING (100.5696006 13.7179636, 100.572181 13.716841)"
304,267088502,3048996871,0,300813736,114.1,183.044,FALSE,37651,3048996871,267088502,"LINESTRING (100.5680541 13.7186364, 100.5696006 13.7179636)"
305,3255398966,3251997325,0,61232396,181,65.104,FALSE,26702,3255398966,3251997325,"LINESTRING (100.5807812 13.7219253, 100.5807706 13.7213399)"
306,3251997325,3251997323,0,61232396,181.6,113.121,FALSE,39406,3251997325,3251997323,"LINESTRING (100.5807706 13.7213399, 100.5807405 13.720323)"
307,61907354,3457051443,0,185563488,205.8,16.027,FALSE,26986,61907354,3457051443,"LINESTRING (100.5582559 13.7176106, 100.5581914 13.7174808)"
308,61907354,1693004102,0,185563494,120.5,34.669,FALSE,26987,61907354,1693004102,"LINESTRING (100.5582559 13.7176106, 100.5585324 13.7174523)"
309,61907354,272488164,0,25047951,159,32.145,FALSE,32347,272488164,61907354,"LINESTRING (100.5581493 13.7178805, 100.5582559 13.7176106)"
310,61907354,61907353,0,9168676,202.1,15.51,FALSE,71243,61907353,61907354,"LINESTRING (100.55831 13.7177398, 100.5582559 13.7176106)"
311,3457051443,272491961,0,338595767,293.6,39.016,TRUE,26992,272491961,3457051443,"LINESTRING (100.5585225 13.7173406, 100.5581914 13.7174808)"
312,3457051443,272492179,0,338595768,153.2,29.617,TRUE,26995,272492179,3457051443,"LINESTRING (100.5580679 13.7177186, 100.5581914 13.7174808)"
313,1693004102,277944687,0,185563494,112.4,69.841,FALSE,26991,1693004102,277944687,"LINESTRING (100.5585324 13.7174523, 100.55913 13.7172126)"
314,272491961,5804454498,0,482384850,293.1,183.713,FALSE,50613,5804454498,272491961,"LINESTRING (100.5600866 13.7166919, 100.5585225 13.7173406)"
315,272492179,1892287668,0,25047974,347.7,42.792,FALSE,26994,272492179,1892287668,"LINESTRING (100.5580679 13.7177186, 100.5579835 13.7180946)"
316,272492179,1693026915,0,25053626,31.8,27.971,FALSE,32326,1693026915,272492179,"LINESTRING (100.5579313 13.7175049, 100.5580679 13.7177186)"
317,277944687,277944850,0,185563494,112.8,122.484,FALSE,27007,277944687,277944850,"LINESTRING (100.55913 13.7172126, 100.5601752 13.7167856)"
318,1892287668,6320214168,0,25047974,349.9,146.504,FALSE,32355,1892287668,6320214168,"LINESTRING (100.5579835 13.7180946, 100.5577461 13.7193918)"
319,277946826,277946825,0,321845929,25.9,31.123,FALSE,40773,277946826,277946825,"LINESTRING (100.5660614 13.7167139, 100.5661872 13.7169657)"
320,277944850,3048216950,0,185563494,113,76.662,FALSE,27017,277944850,3048216950,"LINESTRING (100.5601752 13.7167856, 100.5608285 13.7165163)"
321,272491953,4752126525,0,185563494,112.5,406.22,FALSE,27009,272491953,4752126525,"LINESTRING (100.561493 13.7162386, 100.5649661 13.714838)"
322,272491953,3048216950,0,185563494,113.3,78.142,FALSE,27023,3048216950,272491953,"LINESTRING (100.5608285 13.7165163, 100.561493 13.7162386)"
323,277946074,61907353,0,9168676,197.3,35.546,FALSE,32971,277946074,61907353,"LINESTRING (100.5584079 13.718045, 100.55831 13.7177398)"
324,277946074,61907352,0,9168676,200,23.388,FALSE,33055,61907352,277946074,"LINESTRING (100.5584821 13.7182426, 100.5584079 13.718045)"
325,3948923073,3948923076,0,208631105,6.7,33.093,FALSE,28969,3948923073,3948923076,"LINESTRING (100.5842227 13.7139228, 100.5842583 13.7142184)"
326,2189041835,2189041836,0,208631109,228.4,174.711,FALSE,29005,2189041836,2189041835,"LINESTRING (100.5834062 13.7113361, 100.582196 13.7102938)"
327,5261661254,2189041839,0,44695864,46.4,38.015,FALSE,29001,5261661254,2189041839,"LINESTRING (100.5834602 13.7115245, 100.5837151 13.7117602)"
328,2295521451,313137219,0,300825126,126.7,30.516,FALSE,29990,2295521451,313137219,"LINESTRING (100.5958848 13.7119933, 100.5961113 13.7118293)"
329,313137219,2295521459,0,28504804,127.4,25.195,FALSE,29992,313137219,2295521459,"LINESTRING (100.5961113 13.7118293, 100.5962966 13.7116917)"
330,2295521459,2209159142,0,220429933,128.5,51.859,FALSE,30013,2295521459,2209159142,"LINESTRING (100.5962966 13.7116917, 100.5966724 13.7114015)"
331,2209159142,313137648,0,220429933,126.3,240.372,FALSE,30009,2209159142,313137648,"LINESTRING (100.5966724 13.7114015, 100.5984646 13.7101203)"
332,4964511273,3243042379,0,482404745,125.4,9.29,FALSE,39025,4964511273,3243042379,"LINESTRING (100.5930271 13.7140072, 100.5930972 13.7139588)"
333,1892287670,2667109852,0,459492912,111.6,84.148,FALSE,49617,2667109852,1892287670,"LINESTRING (100.556828 13.7211813, 100.5575522 13.7209025)"
334,5848045710,5848045703,0,459492913,293.3,60.299,FALSE,32360,5848045710,5848045703,"LINESTRING (100.557059 13.7209242, 100.5565464 13.7211389)"
335,5848045703,4553310943,0,459492913,293,132.215,FALSE,49632,5848045703,4553310943,"LINESTRING (100.5565464 13.7211389, 100.55542 13.7216041)"
336,269742142,272555724,0,25053183,294,483.824,TRUE,32389,272555724,269742142,"LINESTRING (100.5662751 13.7171265, 100.5621834 13.7188962)"
337,269742142,5776921556,0,459551208,292.3,112.673,FALSE,32388,269742142,5776921556,"LINESTRING (100.5621834 13.7188962, 100.5612184 13.7192808)"
338,269742142,272448207,0,459551208,277,47.643,FALSE,49646,272448207,269742142,"LINESTRING (100.5626212 13.7188443, 100.5621834 13.7188962)"
339,272555724,277946825,0,321845933,28,20.245,FALSE,40774,277946825,272555724,"LINESTRING (100.5661872 13.7169657, 100.5662751 13.7171265)"
340,5776921556,277944688,0,459551208,291.8,120.756,FALSE,32392,5776921556,277944688,"LINESTRING (100.5612184 13.7192808, 100.5601803 13.7196837)"
341,272555725,277946890,0,292571830,207.2,19.255,FALSE,32395,272555725,277946890,"LINESTRING (100.5663794 13.7170769, 100.5662979 13.7169229)"
342,277944688,5161241361,0,459551208,293.4,36.676,FALSE,32973,277944688,5161241361,"LINESTRING (100.5601803 13.7196837, 100.5598687 13.7198147)"
343,277946890,277946889,0,321845931,204.9,31.441,FALSE,32399,277946890,277946889,"LINESTRING (100.5662979 13.7169229, 100.5661752 13.7166665)"
344,277946889,4752126536,0,321845932,203.3,216.968,FALSE,36703,277946889,4752126536,"LINESTRING (100.5661752 13.7166665, 100.56538 13.7148747)"
345,2591644064,3247438068,0,482404745,125.1,25.738,FALSE,39116,3247438068,2591644064,"LINESTRING (100.5932922 13.7138266, 100.5934872 13.7136936)"
346,277945646,61907352,0,9168676,199.1,38.761,FALSE,32992,277945646,61907352,"LINESTRING (100.5585995 13.718572, 100.5584821 13.7182426)"
347,3390619382,3390619386,0,319130516,182.6,110.628,TRUE,36716,3390619386,3390619382,"LINESTRING (100.5805299 13.7121537, 100.580484 13.7111598)"
348,280738167,4553310930,0,459492912,118.1,59.66,FALSE,36988,280738167,4553310930,"LINESTRING (100.5554194 13.7218136, 100.5559066 13.7215609)"
349,280738167,280738630,0,480596367,112.6,279.663,FALSE,50553,280738630,280738167,"LINESTRING (100.55303 13.7227819, 100.5554194 13.7218136)"
350,4553310930,2667109852,0,459492912,113,108.112,FALSE,36995,4553310930,2667109852,"LINESTRING (100.5559066 13.7215609, 100.556828 13.7211813)"
351,85703493,85703494,0,300813736,93.3,37.06,FALSE,37636,85703493,85703494,"LINESTRING (100.5811952 13.7131163, 100.5815377 13.7130972)"
352,85703494,3948923063,0,300813736,91.5,222.345,FALSE,37638,85703494,3948923063,"LINESTRING (100.5815377 13.7130972, 100.5835953 13.7130464)"
353,2723606642,3048996871,0,300813736,114.1,11.564,FALSE,37649,2723606642,3048996871,"LINESTRING (100.5679564 13.7186789, 100.5680541 13.7186364)"
354,2723606642,272435330,0,453962283,204.4,2.222,TRUE,37653,272435330,2723606642,"LINESTRING (100.5679649 13.7186971, 100.5679564 13.7186789)"
355,3243042379,3247438068,0,482404745,124.9,25.687,FALSE,39027,3243042379,3247438068,"LINESTRING (100.5930972 13.7139588, 100.5932922 13.7138266)"
356,783872087,783872068,0,336620983,126.1,255.204,FALSE,39324,783872087,783872068,"LINESTRING (100.5904113 13.7158825, 100.5923205 13.7145307)"
357,3255608054,277361560,0,450149632,152.8,131.927,FALSE,48798,277361560,3255608054,"LINESTRING (100.6005356 13.7068176, 100.6010945 13.7057627)"
358,4913333824,272448138,0,482209831,283.4,14.302,FALSE,50593,4913333824,272448138,"LINESTRING (100.5654708 13.7195893, 100.565342 13.7196191)"
359,85703488,3472974236,0,459551209,115.2,37.577,FALSE,43296,85703488,3472974236,"LINESTRING (100.5658231 13.7195687, 100.5661378 13.7194247)"
360,3472974236,272555807,0,459551209,111.2,51.655,FALSE,43300,3472974236,272555807,"LINESTRING (100.5661378 13.7194247, 100.5665837 13.7192569)"
361,272491960,5804454501,0,482384850,293.1,8.902,FALSE,44254,272491960,5804454501,"LINESTRING (100.5614847 13.7161123, 100.5614089 13.7161437)"
362,5804454501,5804454498,0,482384850,293.1,155.303,FALSE,50611,5804454501,5804454498,"LINESTRING (100.5614089 13.7161437, 100.5600866 13.7166919)"
363,4405530635,277361278,0,450149635,319.5,14.818,FALSE,48602,4405530635,277361278,"LINESTRING (100.5990279 13.709404, 100.5989389 13.7095054)"
364,4405530635,272206262,0,450149635,325.3,20.666,FALSE,48815,272206262,4405530635,"LINESTRING (100.5991368 13.7092512, 100.5990279 13.709404)"
365,1088409489,6498361440,0,450149632,154.9,79.522,FALSE,48806,1088409489,6498361440,"LINESTRING (100.6000844 13.7077574, 100.6003965 13.7071097)"
366,277361560,6498361440,0,450149632,155.2,35.788,FALSE,48808,6498361440,277361560,"LINESTRING (100.6003965 13.7071097, 100.6005356 13.7068176)"
367,272448138,4913333825,0,459551208,276.5,14.285,FALSE,49635,272448138,4913333825,"LINESTRING (100.565342 13.7196191, 100.5652106 13.7196336)"
368,4913333825,272448139,0,459551208,263.4,14.158,FALSE,49636,4913333825,272448139,"LINESTRING (100.5652106 13.7196336, 100.5650804 13.719619)"
369,272448139,272448140,0,459551208,246.9,29.545,FALSE,49637,272448139,272448140,"LINESTRING (100.5650804 13.719619, 100.5648288 13.7195148)"
370,272448140,272448142,0,459551208,246.1,71.183,FALSE,49638,272448140,272448142,"LINESTRING (100.5648288 13.7195148, 100.5642264 13.7192553)"
371,272448142,272448143,0,459551208,248.3,61.555,FALSE,49639,272448142,272448143,"LINESTRING (100.5642264 13.7192553, 100.563697 13.7190505)"
372,272448143,272448144,0,459551208,250.5,39.818,FALSE,49640,272448143,272448144,"LINESTRING (100.563697 13.7190505, 100.5633496 13.7189308)"
373,272448144,272448205,0,459551208,258.6,42.056,FALSE,49641,272448144,272448205,"LINESTRING (100.5633496 13.7189308, 100.5629679 13.7188563)"
374,272448205,272448207,0,459551208,268,37.475,FALSE,49643,272448205,272448207,"LINESTRING (100.5629679 13.7188563, 100.5626212 13.7188443)"
